customer_id,name,email,city,country
67,Customer_67,user67@email.com,Dubai,UAE
68,Customer_68,user68@email.com,Lyon,France
69,Customer_69,user69@email.com,Madrid,Spain
70,Customer_70,user70@email.com,London,UK
71,Customer_71,user71@email.com,Dubai,UAE
72,Customer_72,user72@email.com,Madrid,Spain
73,Customer_73,user73@email.com,Lyon,France
74,Customer_74,user74@email.com,Dubai,UAE
75,Customer_75,user75@email.com,Paris,France
76,Customer_76,user76@email.com,London,UK
77,Customer_77,user77@email.com,Casablanca,Morocco
78,Customer_78,user78@email.com,Casablanca,Morocco
79,Customer_79,user79@email.com,London,UK
80,Customer_80,user80@email.com,Paris,France
81,Customer_81,user81@email.com,Madrid,Spain
82,Customer_82,user82@email.com,Lyon,France
83,Customer_83,user83@email.com,Casablanca,Morocco
84,Customer_84,user84@email.com,Madrid,Spain
85,Customer_85,user85@email.com,Paris,France
86,Customer_86,user86@email.com,Madrid,Spain
87,Customer_87,user87@email.com,Casablanca,Morocco
88,Customer_88,user88@email.com,Rabat,Morocco
89,Customer_89,user89@email.com,Lyon,France
90,Customer_90,user90@email.com,Rabat,Morocco
91,Customer_91,user91@email.com,London,UK
92,Customer_92,user92@email.com,Madrid,Spain
93,Customer_93,user93@email.com,Lyon,France
94,Customer_94,user94@email.com,Paris,France
95,Customer_95,user95@email.com,Lyon,France
96,Customer_96,user96@email.com,Lyon,France
97,Customer_97,user97@email.com,Paris,France
98,Customer_98,user98@email.com,London,UK
99,Customer_99,user99@email.com,Lyon,France
100,Customer_100,user100@email.com,London,UK
101,Customer_101,user101@email.com,London,UK
102,Customer_102,user102@email.com,London,UK
103,Customer_103,user103@email.com,Casablanca,Morocco
104,Customer_104,user104@email.com,Dubai,UAE
105,Customer_105,user105@email.com,London,UK
106,Customer_106,user106@email.com,Paris,France
107,Customer_107,user107@email.com,Dubai,UAE
108,Customer_108,user108@email.com,London,UK
109,Customer_109,user109@email.com,Paris,France
110,Customer_110,user110@email.com,Paris,France
111,Customer_111,user111@email.com,Rabat,Morocco
112,Customer_112,user112@email.com,Rabat,Morocco
113,Customer_113,user113@email.com,Lyon,France
114,Customer_114,user114@email.com,London,UK
115,Customer_115,user115@email.com,London,UK
116,Customer_116,user116@email.com,Dubai,UAE
117,Customer_117,user117@email.com,Paris,France
118,Customer_118,user118@email.com,London,UK
119,Customer_119,user119@email.com,Lyon,France
120,Customer_120,user120@email.com,Madrid,Spain
121,Customer_121,user121@email.com,Madrid,Spain
122,Customer_122,user122@email.com,Madrid,Spain
123,Customer_123,user123@email.com,Casablanca,Morocco
124,Customer_124,user124@email.com,Paris,France
125,Customer_125,user125@email.com,Madrid,Spain
126,Customer_126,user126@email.com,Casablanca,Morocco
127,Customer_127,user127@email.com,Madrid,Spain
128,Customer_128,user128@email.com,Lyon,France
129,Customer_129,user129@email.com,Rabat,Morocco
130,Customer_130,user130@email.com,Lyon,France
131,Customer_131,user131@email.com,Casablanca,Morocco
132,Customer_132,user132@email.com,Paris,France
133,Customer_133,user133@email.com,Dubai,UAE
134,Customer_134,user134@email.com,London,UK
135,Customer_135,user135@email.com,Lyon,France
136,Customer_136,user136@email.com,Paris,France
137,Customer_137,user137@email.com,London,UK
138,Customer_138,user138@email.com,Rabat,Morocco
139,Customer_139,user139@email.com,Rabat,Morocco
140,Customer_140,user140@email.com,London,UK
141,Customer_141,user141@email.com,Rabat,Morocco
142,Customer_142,user142@email.com,Paris,France
143,Customer_143,user143@email.com,Lyon,France
144,Customer_144,user144@email.com,Paris,France
145,Customer_145,user145@email.com,Paris,France
146,Customer_146,user146@email.com,London,UK
147,Customer_147,user147@email.com,Dubai,UAE
148,Customer_148,user148@email.com,Dubai,UAE
149,Customer_149,user149@email.com,Lyon,France
150,Customer_150,user150@email.com,London,UK
151,Customer_151,user151@email.com,Dubai,UAE
152,Customer_152,user152@email.com,Rabat,Morocco
153,Customer_153,user153@email.com,Dubai,UAE
154,Customer_154,user154@email.com,Rabat,Morocco
155,Customer_155,user155@email.com,Lyon,France
156,Customer_156,user156@email.com,Paris,France
157,Customer_157,user157@email.com,Paris,France
158,Customer_158,user158@email.com,Dubai,UAE
159,Customer_159,user159@email.com,Rabat,Morocco
160,Customer_160,user160@email.com,Casablanca,Morocco
161,Customer_161,user161@email.com,Madrid,Spain
162,Customer_162,user162@email.com,Casablanca,Morocco
163,Customer_163,user163@email.com,Madrid,Spain
164,Customer_164,user164@email.com,Casablanca,Morocco
165,Customer_165,user165@email.com,Paris,France
166,Customer_166,user166@email.com,London,UK
167,Customer_167,user167@email.com,Paris,France
168,Customer_168,user168@email.com,Madrid,Spain
169,Customer_169,user169@email.com,London,UK
170,Customer_170,user170@email.com,Rabat,Morocco
171,Customer_171,user171@email.com,Dubai,UAE
172,Customer_172,user172@email.com,Casablanca,Morocco
173,Customer_173,user173@email.com,Rabat,Morocco
174,Customer_174,user174@email.com,Rabat,Morocco
175,Customer_175,user175@email.com,Dubai,UAE
176,Customer_176,user176@email.com,Rabat,Morocco
177,Customer_177,user177@email.com,Dubai,UAE
178,Customer_178,user178@email.com,Lyon,France
179,Customer_179,user179@email.com,Dubai,UAE
180,Customer_180,user180@email.com,Madrid,Spain
181,Customer_181,user181@email.com,Casablanca,Morocco
182,Customer_182,user182@email.com,London,UK
183,Customer_183,user183@email.com,London,UK
184,Customer_184,user184@email.com,Casablanca,Morocco
185,Customer_185,user185@email.com,London,UK
186,Customer_186,user186@email.com,Dubai,UAE
187,Customer_187,user187@email.com,Madrid,Spain
188,Customer_188,user188@email.com,Lyon,France
189,Customer_189,user189@email.com,Madrid,Spain
190,Customer_190,user190@email.com,London,UK
191,Customer_191,user191@email.com,Lyon,France
192,Customer_192,user192@email.com,Casablanca,Morocco
193,Customer_193,user193@email.com,Lyon,France
194,Customer_194,user194@email.com,Rabat,Morocco
195,Customer_195,user195@email.com,Paris,France
196,Customer_196,user196@email.com,Rabat,Morocco
197,Customer_197,user197@email.com,Casablanca,Morocco
198,Customer_198,user198@email.com,London,UK
199,Customer_199,user199@email.com,London,UK
200,Customer_200,user200@email.com,Lyon,France
